M63*53
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:29:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:29:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:15:0,000000:0:	:2:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:29:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:21:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:29:0,000000:0:	:2:0,000000:0:	:15:0,000000:0:	:2:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:29:0,000000:0:	:2:0,000000:0:	:20:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:21:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:14:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:21:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:7:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:20:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:15:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:14:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:15:0,000000:0:	:2:0,000000:0:	:6:0,000000:0:	:2:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:10:0,000000:0:	:2:0,000000:0:	:3:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:6:0,000000:0:	:2:0,000000:0:	:13:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:0:0,000000:0:	:2:0,000000:0:	:1:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:2:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	:4:0,000000:0:	
